,deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
36641,AFONSO MOTTA,RS,PDT,"TAXI, PARKING AND TOLL COSTS",SPARK ESTACIONAMENTO LTDA,3992318000190.0,2016-06-02T00:00:00,22.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
218308,VANDERLEI MACRIS,SP,PSDB,"TAXI, PARKING AND TOLL COSTS",Conc. Sistema Anhanguera-Bandeirantes S/A,2451848000160.0,2016-07-19T00:00:00,5.8,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
240256,VANDERLEI MACRIS,SP,PSDB,PHONE COSTS,TELEFÔNICA BRASIL S.A - VIVO,2558157000160.0,2016-01-13T00:00:00,1409.4,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
310555,RONALDO NOGUEIRA,RS,PTB,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",JOÃO CARLOS HILGERT DO AMARANTE,22499753000100.0,2016-02-10T00:00:00,4567.0,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
3447,MARCOS SOARES,RJ,DEM,OFFICE MAINTENANCE,luiz claudio silva alcantara,5614255745.0,2016-11-01T00:00:00,2000.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
15259,PROFESSORA DORINHA SEABRA REZENDE,TO,DEM,MAIL COSTS,CORREIOS - CARTA COMERCIAL,,2016-12-21T15:15:38.130,256.7,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
108163,JOSÉ OTÁVIO GERMANO,RS,PP,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-01-25T16:13:42.437,57.39,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
44487,MARCELO MATOS,RJ,PHS,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-04-27T00:00:00,755.63,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
129742,CAPITÃO AUGUSTO,SP,PR,FUEL COSTS,AUTO POSTO PREMIER LTDA,49775232000100.0,2016-05-03T00:00:00,103.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
256449,VICENTE CANDIDO,SP,PT,FUEL COSTS,AUTO POSTO CHÁCARA KLABIN VILA MARIANA LTDA.,11754493000200.0,2016-07-18T00:00:00,98.05,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
195150,PR. MARCO FELICIANO,SP,PSC,FLIGHT TICKET,Cia Aérea - PASSAREDO,512777000135.0,2016-01-11T00:00:00,228.35,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
324826,LEANDRE,PR,PV,DISSEMINATION OF PARLIAMENTARY ACTIVITY,PMP COMUNICAÇÃO LTDA - ME,76966134000100.0,2016-02-29T00:00:00,7000.0,Partido Verde,Green Party ,43.0,30-09-93,374606.0,Green politics,Progressivism,Syncretic politics,,Centreleft
52615,JARBAS VASCONCELOS,PE,PMDB,FUEL COSTS,POSTO SÃO FÉLIX ESPINHEIRO LTDA,21280350000100.0,2016-06-22T00:00:00,854.01,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
185934,TADEU ALENCAR,PE,PSB,FUEL COSTS,POSTO 105,2760928000110.0,2016-07-06T00:00:00,150.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
217533,DANIEL COELHO,PE,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-13T00:00:00,468.58,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
112152,MÁRIO NEGROMONTE JR.,BA,PP,PHONE COSTS,TELEFONICA BRASIL S.A.  VIVO,2558157000160.0,2016-10-17T00:00:00,584.45,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
211370,SANDRO ALEX,PR,PSD,MEAL COSTS,CARAMELLA CAFETERIA LTDA,13472749000200.0,2016-03-31T00:00:00,26.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
153539,JONY MARCOS,SE,PRB,FUEL COSTS,Cascol Combustíveis para Veículos Ltda,306597002140.0,2016-10-26T00:00:00,160.67,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
115773,RENZO BRAZ,MG,PP,PHONE COSTS,Claro S.A,40432544044000.0,2016-03-21T00:00:00,46.9,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
55721,HUGO MOTTA,PB,PMDB,FUEL COSTS,Cascol Combustíveis para Veículos Ltda.,306597006308.0,2016-12-12T00:00:00,30.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
179142,JOSÉ REINALDO,MA,PSB,FUEL COSTS,POSTO SAO FRANCISCO,6427223000120.0,2016-07-18T00:00:00,234.64,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
197866,JOÃO RODRIGUES,SC,PSD,HOTEL COSTS,AGPS HOTELARIA LTDA,3875130000250.0,2016-11-01T00:00:00,190.13,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
222825,GERALDO RESENDE,MS,PSDB,MEAL COSTS,BAR E RESTAURANTE DO ALEMÃO DE BRASÍLIA LTDA,14883329000200.0,2016-04-17T00:00:00,93.9,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
320223,CABO DACIOLO,RJ,PTdoB,OFFICE MAINTENANCE,PAPELARIA ABC Com. e Ind. Ltda.,540252000103.0,2016-02-19T00:00:00,285.17,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
183244,CÉSAR MESSIAS,AC,PSB,MEAL COSTS,PBJM COMÉRCIO DE GÊNEROS ALIMENTÍCIOS LTDA,9054158000120.0,2016-04-30T00:00:00,60.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
165617,GEORGE HILTON,MG,PROS,DISSEMINATION OF PARLIAMENTARY ACTIVITY,CATAGUASES GRAFICA E EDITORA LIDER LTDA,71101935000100.0,2016-09-14T00:00:00,1000.0,Partido Republicano da Ordem Social,Republican Party of the Social Order,90.0,24-09-13,85599.0,Economic liberalism, Social conservatism, Republicanism,,Centreright
37392,FÉLIX MENDONÇA JÚNIOR,BA,PDT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-03-23T00:00:00,554.68,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
287071,ZÉ GERALDO,PA,PT,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-03-31T00:00:00,200.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
126958,MARCIO ALVINO,SP,PR,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-04-07T00:00:00,804.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
106992,PAULO MALUF,SP,PP,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-03-30T16:47:33.570,60.24,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
145829,WELLINGTON ROBERTO,PB,PR,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-10-27T00:00:00,530.76,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
251511,LUIZA ERUNDINA,SP,PSOL,MAIL COSTS,CORREIOS - CARTA REGISTRADA COM AR,,2016-06-17T16:38:42.053,18.6,Partido Socialismo e Liberdade,Socialism and Liberty Party,50.0,15-09-05,120979.0,Democratic socialism, Anticapitalism,,,Leftwing
198226,JOÃO RODRIGUES,SC,PSD,MAIL COSTS,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS,34028316865400.0,2016-04-25T00:00:00,45.52,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
286837,CAETANO,BA,PT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-29T00:00:00,24.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
149996,AELTON FREITAS,MG,PR,FUEL COSTS,DECIO PARADA BONITA MACEDO E SOUZA LTDA.,19046218001200.0,2016-11-20T00:00:00,80.98,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
33038,HISSA ABRAHÃO,AM,PDT,FUEL COSTS,RECOPEL REPRESENTAÇÕES E COMERCIO LTDA,5514674000210.0,2016-05-09T00:00:00,100.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
38481,POMPEO DE MATTOS,RS,PDT,FUEL COSTS,POSTO DE COMBUSTIVEL DICO LTDA,8768465000110.0,2016-05-13T00:00:00,100.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
161540,MARCELO SQUASSONI,SP,PRB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-14T00:00:00,1589.31,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
47432,LEONARDO QUINTÃO,MG,PMDB,MEAL COSTS,Arcos Dourados Com. de Alimentos LTDA,42591651176300.0,2016-03-18T00:00:00,16.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
190771,MARIA HELENA,RR,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-09T00:00:00,130.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
333525,PAULO PEREIRA DA SILVA,SP,SD,FUEL COSTS,DRA4 DERIVADOS DE PETROLEO LTDA,19257042000100.0,2016-04-16T00:00:00,100.0,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
228493,EDUARDO BARBOSA,MG,PSDB,PHONE COSTS,ALGAR CELULAR S/A,5835916000180.0,2016-12-12T00:00:00,11.19,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
133298,MARCIO ALVINO,SP,PR,PHONE COSTS,CELULAR FUNCIONAL,,2016-02-22T00:00:00,200.8,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
99913,ESPERIDIÃO AMIN,SC,PP,GROUND VEHICLE RENT,KMON TRANSPORTE RECEPTIVO E EXECUTIVO,11745252000200.0,2016-02-26T00:00:00,4000.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
173319,JÚLIO DELGADO,MG,PSB,"TAXI, PARKING AND TOLL COSTS",CONCER,880446000158.0,2016-02-09T00:00:00,11.2,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
40060,ERIVELTON SANTANA,BA,PEN,MAIL COSTS,CORREIOS - CARTA COMERCIAL,,2016-11-01T14:23:29.600,4563.0,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
241525,OTAVIO LEITE,RJ,PSDB,"TAXI, PARKING AND TOLL COSTS",SINPETAXI,31708000100.0,2016-10-11T00:00:00,25.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
9435,RODRIGO MAIA,RJ,DEM,MAIL COSTS,CORREIOS - SEDEX 10,,2016-12-06T14:08:00.783,61.4,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
101424,CONCEIÇÃO SAMPAIO,AM,PP,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-19T00:00:00,40.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
122095,ALEX MANENTE,SP,PPS,FUEL COSTS,AUTO POSTO PEPA II LTDA.,10864483000100.0,2016-03-12T00:00:00,100.0,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
48604,MARCELO CASTRO,PI,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-09-16T00:00:00,130.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
277340,ZECA DIRCEU,PR,PT,"TAXI, PARKING AND TOLL COSTS",SINPETAXI,31708000100.0,2016-09-02T00:00:00,12.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
161420,VINICIUS CARVALHO,SP,PRB,GROUND VEHICLE RENT,MOVIDA,7976147002020.0,2016-05-20T00:00:00,304.4,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
179527,LEOPOLDO MEYER,PR,PSB,PHONE COSTS,TELEFONICA BRASIL S.A.  VIVO,2558157000160.0,2016-09-19T00:00:00,189.55,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
17074,JANDIRA FEGHALI,RJ,PCdoB,FUEL COSTS,POSTO CATEDRAL LTDA,27838044000100.0,2016-07-01T00:00:00,102.97,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
27785,WOLNEY QUEIROZ,PE,PDT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-11-25T00:00:00,80.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
26946,DAMIÃO FELICIANO,PB,PDT,PHONE COSTS,RAMAL,,,316.64,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
308348,LUIZ CARLOS BUSATO,RS,PTB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-01T00:00:00,602.73,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
259366,NILTO TATTO,SP,PT,"TAXI, PARKING AND TOLL COSTS",CONCESS. DA RODOVIA PRESIDENTE DUTRA S.A.,861626000192.0,2016-02-28T00:00:00,12.7,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
175336,FABIO GARCIA,MT,PSB,MAIL COSTS,CORREIOS - CARTA REGISTRADA COM AR,,2016-09-12T15:10:47.363,10.95,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
149507,AELTON FREITAS,MG,PR,DISSEMINATION OF PARLIAMENTARY ACTIVITY,TSF INFORMATICA LTDA,3649468000110.0,2016-05-10T00:00:00,700.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
65446,EDINHO BEZ,SC,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-09-20T00:00:00,-13.71,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
106486,FAUSTO PINATO,SP,PP,HOTEL COSTS,NIKKEY PALACE HOTEL S/A.,43828581000200.0,2016-07-04T00:00:00,240.55,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
35185,MÁRIO HERINGER,MG,PDT,FUEL COSTS,FLAMINGO COMBUSTÍVEIS E LUB. LTDA,4711846000190.0,2016-02-12T00:00:00,100.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
271933,BENEDITA DA SILVA,RJ,PT,FUEL COSTS,POSTO DE LUBRIFICAÇÃO COMODORO,33517491000100.0,2016-12-12T00:00:00,130.06,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
106434,PAULO MALUF,SP,PP,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-08-29T14:18:06.617,97.43,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
4535,SÓSTENES CAVALCANTE,RJ,DEM,FUEL COSTS,ANDRE CORREIA,8190434000100.0,2016-07-27T00:00:00,216.03,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
206308,EVANDRO ROMAN,PR,PSD,FUEL COSTS,Cascol Combustíveis para Veículos Ltda.,306597006308.0,2016-07-08T00:00:00,202.58,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
36487,MÁRIO HERINGER,MG,PDT,PHONE COSTS,RAMAL,,,102.16,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
49949,ELCIONE BARBALHO,PA,PMDB,MEAL COSTS,GOODS RESTAURANTE,20011372000100.0,2016-11-22T00:00:00,41.01,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
110770,ROBERTO BRITTO,BA,PP,MEAL COSTS,RAYNADJA DE JESUS SILVA,3265579000290.0,2016-04-10T00:00:00,39.84,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
274974,HENRIQUE FONTANA,RS,PT,MEAL COSTS,PARADOURO BARAGEM,74908070000200.0,2016-07-26T00:00:00,22.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
318483,LUIS TIBÉ,MG,PTdoB,FUEL COSTS,DIFERENCIAL COMERCIO LTDA,25362955000100.0,2016-07-24T00:00:00,99.17,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
230567,PEDRO VILELA,AL,PSDB,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-03-23T00:00:00,875.35,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
134117,BILAC PINTO,MG,PR,FUEL COSTS,POSTO BATISTÃO LTDA,17507930000100.0,2016-09-18T00:00:00,125.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
326893,ALESSANDRO MOLON,RJ,REDE,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-18T00:00:00,130.0,Rede Sustentabilidade,Sustainability Network,18.0,23-09-15,15606.0,Green politics ,Social democracy ,Third Way,,Centre to centreleft
15094,PROFESSORA DORINHA SEABRA REZENDE,TO,DEM,PHONE COSTS,CLARO S/A,40432544043400.0,2016-07-07T00:00:00,58.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
43119,CARLOS ANDRADE,RR,PHS,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-02T00:00:00,696.54,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
157590,LINDOMAR GARÇON,RO,PRB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-02T00:00:00,130.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
36048,FÉLIX MENDONÇA JÚNIOR,BA,PDT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-17T00:00:00,197.83,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
47500,RODRIGO PACHECO,MG,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-06T00:00:00,-54.18,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
258163,NILTO TATTO,SP,PT,MEAL COSTS,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A,17314329000600.0,2016-02-15T00:00:00,7.5,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
34590,SUBTENENTE GONZAGA,MG,PDT,PHONE COSTS,ALGAR TELECOM S/A,71208516000200.0,2016-03-12T00:00:00,583.26,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
216948,SILVIO TORRES,SP,PSDB,"TAXI, PARKING AND TOLL COSTS",CENTRO DE GESTÃO DE MEIOS DE PAGAMENTOS S/A - SEM PARAR,4088208000160.0,2016-12-02T00:00:00,139.75,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
71506,OSMAR SERRAGLIO,PR,PMDB,GROUND VEHICLE RENT,UVEL COMERCIAL DE VEÍCULOS LTDA,3047652000170.0,2016-05-20T00:00:00,7990.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
180491,HERÁCLITO FORTES,PI,PSB,FLIGHT TICKET,Tam Linhas Aéreas,2012862000160.0,2016-05-24T00:00:00,537.73,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
